id;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;pessoas;mortos;feridos_leves;feridos_graves;feridos;ilesos;ignorados;veiculos;latitude;longitude;regional;delegacia;uop
743554;04/01/2026;domingo;07:50:00;MG;381;432;SANTA LUZIA;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;7;0;0;4;4;2;0;3;-19,8180864;-43,8337536;SPRF-MG;DEL01/MG;UOP01-DEL01-MG
743571;04/01/2026;domingo;10:30:00;MG;40;587;ITABIRITO;Ausência de reação do condutor;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;6;0;4;0;4;1;0;3;-20,33110631;-43,92608643;SPRF-MG;DEL01/MG;UOP02-DEL01-MG
743577;04/01/2026;domingo;10:40:00;BA;242;846,5;BARREIRAS;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;0;0;2;0;5;-12,11767;-45,21393;SPRF-BA;DEL10/BA;UOP01-DEL10-BA
743579;04/01/2026;domingo;11:15:00;DF;60;4,7;BRASILIA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;3;0;2;0;2;1;0;2;-15,895513;-48,103552;SPRF-DF;DEL03-DF;UOP01-DEL03-DF
743590;04/01/2026;domingo;09:50:00;MT;163;1026;TERRA NOVA DO NORTE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Aclive;Não;2;0;1;0;1;0;0;2;-10,5705;-55,0919;SPRF-MT;DEL06/MT;UOP03-DEL06-MT
743591;04/01/2026;domingo;12:00:00;AL;316;130;MINADOR DO NEGRAO;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;Aclive;Não;3;1;0;0;0;2;0;2;-9,391076;-36,840271;SPRF-AL;DEL03-AL;UOP01-DEL03-AL
743592;04/01/2026;domingo;12:10:00;ES;262;127,4;CONCEICAO DO CASTELO;Ultrapassagem Indevida;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;1;0;3;-20,29374747;-41,23751448;SPRF-ES;DEL01-ES;UOP02-DEL01-ES
743608;03/01/2026;sábado;23:00:00;GO;60;378;RIO VERDE;Reação tardia ou ineficiente do condutor;Eventos atípicos;Sem Vítimas;Plena Noite;Decrescente;Ignorado;Dupla;Curva;Sim;1;0;0;0;0;0;1;1;-17,771557;-50,885127;SPRF-GO;DEL04/GO;UOP02-DEL04-GO
743612;04/01/2026;domingo;14:30:00;GO;153;629,7;MORRINHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;"Reta;Aclive";Não;3;0;1;0;1;1;0;3;-17,786287;-49,190898;SPRF-GO;DEL03/GO;UOP01-DEL03-GO
743629;04/01/2026;domingo;15:56:00;BA;242;885,4;BARREIRAS;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;5;0;2;0;2;2;0;3;-12,06613895;-45,57806969;SPRF-BA;DEL10/BA;UOP01-DEL10-BA
743637;04/01/2026;domingo;12:00:00;RR;174;230;RORAINOPOLIS;Demais falhas na via;Tombamento;Sem Vítimas;Pleno dia;Crescente;Sol;Simples;Reta;Não;2;0;0;0;0;1;0;4;1,0976617;-60,38937;SPRF-RR;DEL01-RR;UOP02-DEL01-RR
743638;03/01/2026;sábado;19:15:00;RJ;101;542;PARATY;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Sim;1;0;1;0;1;0;0;1;-23,04509;-44,592073;SPRF-RJ;DEL03/RJ;UOP04-DEL03-RJ
743639;04/01/2026;domingo;15:50:00;PE;101;0,1;GOIANA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Curva;Não;4;0;1;1;2;1;0;3;-7,5023694;-34,9861019;SPRF-PE;DEL01/PE;UOP02-DEL01-PE
743661;04/01/2026;domingo;16:50:00;MS;163;400,3;NOVA ALVORADA DO SUL;Reação tardia ou ineficiente do condutor;Colisão frontal;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;Reta;Não;14;1;8;3;11;1;0;7;-21,1627504;-54,4755384;SPRF-MS;DEL02/MS;UOP01-DEL02-MS
743670;04/01/2026;domingo;18:00:00;PI;316;392;ALEGRETE DO PIAUI;Condutor Dormindo;Colisão lateral sentido oposto;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Simples;Reta;Não;17;0;2;0;2;15;0;2;-7,23079833;-40,87156985;SPRF-PI;DEL04-PI;UOP03-DEL04-PI
743687;04/01/2026;domingo;19:05:00;CE;20;305,8;CANINDE;Transitar na contramão;Colisão lateral sentido oposto;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;"Aclive;Curva";Não;2;1;0;0;0;0;0;2;-4,368357;-39,303013;SPRF-CE;DEL02/CE;UOP01-DEL02-CE
743696;04/01/2026;domingo;20:00:00;SP;116;145,3;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;Reta;Não;6;0;5;0;5;1;0;2;-23,18917618;-45,85933685;SPRF-SP;DEL02/SP;UOP01-DEL02-SP
743697;04/01/2026;domingo;16:15:00;SC;282;324;CAMPOS NOVOS;Velocidade Incompatível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Interseção de Vias;Não;2;0;0;1;1;0;0;2;-27,37475716;-51,06646411;SPRF-SC;DEL07/SC;UOP06-DEL07-SC
743707;04/01/2026;domingo;20:00:00;RJ;101;276;TANGUA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Chuva;Dupla;Reta;Não;2;0;0;1;1;1;0;2;-22,73862294;-42,74111275;SPRF-RJ;DEL02/RJ;UOP03-DEL02-RJ
743715;04/01/2026;domingo;08:00:00;MG;381;378,9;SAO GONCALO DO RIO ABAIXO;Chuva;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;2;0;0;1;1;1;0;2;-19,82781715;-43,38257328;SPRF-MG;DEL01/MG;UOP01-DEL01-MG
743731;04/01/2026;domingo;23:50:00;MG;262;153,4;SAO DOMINGOS DO PRATA;Velocidade Incompatível;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Garoa/Chuvisco;Simples;"Curva;Ponte;Declive";Não;4;0;2;0;2;1;0;2;-19,98845527;-42,79127419;SPRF-MG;DEL03/MG;UOP03-DEL03-MG
743734;04/01/2026;domingo;23:39:00;TO;10;417,7;PORTO NACIONAL;Objeto estático sobre o leito carroçável;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Garoa/Chuvisco;Simples;Reta;Não;3;0;1;0;1;1;0;3;-10,6073;-48,37481;SPRF-TO;DEL01-TO;UOP03-DEL01-TO
743745;05/01/2026;segunda-feira;03:50:00;PR;116;4,5;CAMPINA GRANDE DO SUL;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Dupla;"Aclive;Reta";Não;23;6;15;0;15;0;0;3;-25,078343;-48,595828;SPRF-PR;DEL01/PR;UOP02-DEL01-PR
743746;05/01/2026;segunda-feira;05:05:00;BA;116;356,7;SERRINHA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;3;0;1;0;1;1;0;3;-11,650698;-38,991611;SPRF-BA;DEL02/BA;UOP01-DEL02-BA
743755;04/01/2026;domingo;22:40:00;MA;316;367;BACABAL;Trafegar com motocicleta (ou similar) entre as faixas;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Céu Claro;Simples;"Reta;Declive";Sim;3;2;0;0;0;1;0;2;-4,220567;-44,736793;SPRF-MA;DEL03-MA;UOP01-DEL03-MA
743757;05/01/2026;segunda-feira;07:10:00;MG;381;358;SAO GONCALO DO RIO ABAIXO;Pista Escorregadia;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;"Curva;Declive";Não;2;0;1;0;1;1;0;2;-19,860911;-43,226601;SPRF-MG;DEL03/MG;UOP01-DEL03-MG
743759;05/01/2026;segunda-feira;07:50:00;PE;101;48;ABREU E LIMA;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Reta;Sim;5;0;1;0;1;3;0;4;-7,89224;-34,903628;SPRF-PE;DEL01/PE;UOP02-DEL01-PE
743766;05/01/2026;segunda-feira;06:20:00;RO;364;39;VILHENA;Ultrapassagem Indevida;Colisão frontal;Com Vítimas Feridas;Amanhecer;Decrescente;Nevoeiro/Neblina;Simples;Reta;Não;6;0;3;1;4;1;0;3;-12,64201331;-60,32661438;SPRF-RO;DEL04-RO;UOP01-DEL04-RO
743769;05/01/2026;segunda-feira;07:30:00;SE;101;124;ITAPORANGA DAJUDA;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;"Declive;Reta";Não;2;0;0;0;0;2;0;2;-11,04572995;-37,36492507;SPRF-SE;DEL02-SE;UOP01-DEL02-SE
743770;05/01/2026;segunda-feira;09:05:00;PR;469;12;FOZ DO IGUACU;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Sim;2;0;1;0;1;0;0;2;-25,594219;-54,511982;SPRF-PR;DEL05/PR;UOP04-DEL05-PR
743772;05/01/2026;segunda-feira;07:15:00;PR;376;492;PONTA GROSSA;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Declive";Sim;3;0;1;0;1;1;0;3;-25,15124;-50,142226;SPRF-PR;DEL03/PR;UOP03-DEL03-PR
743776;05/01/2026;segunda-feira;08:53:00;MS;163;626;SAO GABRIEL DO OESTE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;"Reta;Interseção de Vias";Não;7;0;1;1;2;4;0;3;-19,16621814;-54,75828409;SPRF-MS;DEL06/MS;UOP02-DEL06-MS
743786;05/01/2026;segunda-feira;06:45:00;MA;316;394,4;BACABAL;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Nublado;Simples;Reta;Não;3;0;1;0;1;1;0;3;-4,182062;-44,50389;SPRF-MA;DEL03-MA;UOP01-DEL03-MA
743794;05/01/2026;segunda-feira;10:35:00;PA;316;27;BENEVIDES;Velocidade Incompatível;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Não;3;0;1;0;1;1;0;3;-1,32795196;-48,23430732;SPRF-PA;DEL01/PA;UOP01-DEL01-PA
743799;05/01/2026;segunda-feira;11:14:00;BA;116;648,4;JEQUIE;Manobra de mudança de faixa;Colisão lateral sentido oposto;Com Vítimas Fatais;Pleno dia;Crescente;Sol;Simples;Reta;Não;13;1;3;0;3;7;0;6;-13,64738;-40,094078;SPRF-BA;DEL03/BA;UOP01-DEL03-BA
743803;05/01/2026;segunda-feira;09:30:00;PE;232;387;SERRA TALHADA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;6;0;5;0;5;0;0;2;-8,0313304;-38,11422992;SPRF-PE;DEL04/PE;UOP01-DEL04-PE
743805;05/01/2026;segunda-feira;11:40:00;MG;381;487,4;BETIM;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Múltipla;"Declive;Curva";Sim;4;0;1;0;1;1;0;4;-19,9575751;-44,1202628;SPRF-MG;DEL01/MG;UOP03-DEL01-MG
743814;05/01/2026;segunda-feira;12:10:00;PR;116;121,4;CURITIBA;Avarias e/ou desgaste excessivo no pneu;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Aclive;Sim;6;0;3;0;3;3;0;2;-25,5987667;-49,3169778;SPRF-PR;DEL01/PR;UOP03-DEL01-PR
743819;05/01/2026;segunda-feira;12:30:00;PR;277;637,7;CEU AZUL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Interseção de Vias;Sim;7;0;5;0;5;1;0;3;-25,143404;-53,834554;SPRF-PR;DEL05/PR;UOP02-DEL05-PR
743822;05/01/2026;segunda-feira;11:00:00;RJ;101;306;SAO GONCALO;Condutor deixou de manter distância do veículo da frente;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Reta;Sim;5;0;1;0;1;4;0;5;-22,78931778;-43,00593853;SPRF-RJ;DEL02/RJ;UOP02-DEL02-RJ
743823;05/01/2026;segunda-feira;12:40:00;RN;101;100,7;PARNAMIRIM;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Céu Claro;Dupla;"Curva;Aclive";Sim;3;1;0;0;0;2;0;3;-5,886043;-35,230399;SPRF-RN;DEL01-RN;UOP01-DEL01-RN
743828;05/01/2026;segunda-feira;11:55:00;MG;262;375,4;JUATUBA;Velocidade Incompatível;Saída de leito carroçável;Com Vítimas Fatais;Pleno dia;Decrescente;Chuva;Dupla;"Curva;Declive";Não;1;1;0;0;0;0;0;1;-19,93679;-44,43255;SPRF-MG;DEL01/MG;UOP03-DEL01-MG
743838;05/01/2026;segunda-feira;12:58:00;SP;153;304,4;CAMPOS NOVOS PAULISTA;Transitar na contramão;Colisão frontal;Com Vítimas Fatais;Pleno dia;Decrescente;Céu Claro;Simples;"Declive;Reta";Não;3;1;0;0;0;1;0;4;-22,62256763;-49,88951683;SPRF-SP;DEL07/SP;UOP03-DEL07-SP
743839;05/01/2026;segunda-feira;14:40:00;SC;101;45;JOINVILLE;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Interseção de Vias;Não;2;0;1;0;1;1;0;2;-26,34217688;-48,85855615;SPRF-SC;DEL03/SC;UOP01-DEL03-SC
743842;05/01/2026;segunda-feira;14:50:00;AL;101;197,4;SAO SEBASTIAO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Curva;Sim;3;0;0;1;1;1;0;3;-9,9330776;-36,521105;SPRF-AL;DEL02-AL;UOP02-DEL02-AL
743849;05/01/2026;segunda-feira;14:30:00;MT;70;380;CAMPO VERDE;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Sim;3;0;0;1;1;1;0;4;-15,55612;-55,170752;SPRF-MT;DEL05/MT;UOP02-DEL05-MT
743850;04/01/2026;domingo;11:40:00;MT;364;169;PEDRA PRETA;Ultrapassagem Indevida;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;1;0;1;1;0;6;-16,6283938;-54,44432501;SPRF-MT;DEL02/MT;UOP01-DEL02-MT
743880;05/01/2026;segunda-feira;16:05:00;BA;324;527;FEIRA DE SANTANA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;9;0;4;0;4;5;0;5;-12,317377;-38,876397;SPRF-BA;DEL11/BA;UOP02-DEL11-BA
743890;05/01/2026;segunda-feira;17:55:00;SC;101;234,8;PALHOCA;Ausência de reação do condutor;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Não;1;0;0;0;0;1;0;1;-27,81063861;-48,63529142;SPRF-SC;DEL01/SC;UOP02-DEL01-SC
743892;05/01/2026;segunda-feira;18:15:00;PR;476;150;ARAUCARIA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Decrescente;Céu Claro;Dupla;"Aclive;Curva";Não;3;0;1;0;1;1;0;3;-25,557925;-49,36629;SPRF-PR;DEL01/PR;UOP06-DEL01-PR
743900;05/01/2026;segunda-feira;18:20:00;RS;116;400;CAMAQUA;Desvio temporário;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Decrescente;Sol;Dupla;Desvio Temporário;Sim;2;0;0;0;0;2;0;2;-30,8751523;-51,81211218;SPRF-RS;DEL02/RS;UOP02-DEL02-RS
743902;05/01/2026;segunda-feira;18:05:00;RS;153;50,7;ERECHIM;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Rotatória;Sim;5;0;0;0;0;4;0;4;-27,65645211;-52,27643458;SPRF-RS;DEL08/RS;UOP04-DEL08-RS
743909;05/01/2026;segunda-feira;14:00:00;BA;367;22;PORTO SEGURO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Curva;Sim;3;0;0;1;1;1;0;3;-16,435159;-39,072008;SPRF-BA;DEL09/BA;UOP03-DEL09-BA
743915;05/01/2026;segunda-feira;19:20:00;GO;40;4;VALPARAISO DE GOIAS;Ultrapassagem Indevida;Colisão traseira;Sem Vítimas;Plena Noite;Crescente;Vento;Dupla;Reta;Sim;5;0;0;0;0;4;0;6;-16,0887329;-47,98519135;SPRF-DF;DEL01-DF;UOP01-DEL01-DF
743919;05/01/2026;segunda-feira;19:25:00;MG;381;401,5;NOVA UNIAO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuva;Dupla;Reta;Sim;3;0;1;0;1;2;0;2;-19,75160861;-43,54124792;SPRF-MG;DEL01/MG;UOP01-DEL01-MG
743922;05/01/2026;segunda-feira;19:40:00;MS;163;742;COXIM;Condutor Dormindo;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;"Declive;Ponte;Reta";Não;1;0;1;0;1;0;0;1;-18,423;-54,691;SPRF-MS;DEL06/MS;UOP01-DEL06-MS
743930;05/01/2026;segunda-feira;21:35:00;TO;153;290;PRESIDENTE KENNEDY;Ingestão de álcool pelo condutor;Colisão frontal;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Simples;Reta;Não;2;1;1;0;1;0;0;2;-8,44291;-48,48424;SPRF-TO;DEL02-TO;UOP02-DEL02-TO
743932;05/01/2026;segunda-feira;21:40:00;MG;40;512,6;RIBEIRAO DAS NEVES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Céu Claro;Dupla;"Declive;Reta";Não;2;0;0;1;1;1;0;2;-19,79570968;-44,10936624;SPRF-MG;DEL01/MG;UOP02-DEL01-MG
743940;05/01/2026;segunda-feira;17:35:00;PR;277;486,4;NOVA LARANJEIRAS;Demais falhas mecânicas ou elétricas;Tombamento;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Curva;Não;2;0;0;0;0;1;0;2;-25,2657255;-52,62448758;SPRF-PR;DEL04/PR;UOP02-DEL04-PR
743947;06/01/2026;terça-feira;01:20:00;SP;116;58,8;GUARATINGUETA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Céu Claro;Múltipla;"Reta;Aclive";Sim;2;0;1;0;1;0;0;2;-22,784277;-45,151886;SPRF-SP;DEL08/SP;UOP01-DEL08-SP
743953;05/01/2026;segunda-feira;17:40:00;PA;222;118;RONDON DO PARA;Ultrapassagem Indevida;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;4;0;0;3;3;0;0;3;-4,82813;-48,174342;SPRF-PA;DEL02/PA;UOP02-DEL02-PA
743961;06/01/2026;terça-feira;04:00:00;PI;316;279;DOM EXPEDITO LOPES;Deficiência do Sistema de Iluminação/Sinalização;Colisão com objeto;Com Vítimas Fatais;Plena Noite;Decrescente;Céu Claro;Simples;"Declive;Reta";Não;2;1;0;0;0;1;0;2;-6,954627;-41,692513;SPRF-PI;DEL04-PI;UOP01-DEL04-PI
743966;06/01/2026;terça-feira;07:05:00;RS;470;179;VERANOPOLIS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Aclive;Sim;3;0;1;0;1;1;0;3;-28,92474574;-51,53920261;SPRF-RS;DEL06/RS;UOP02-DEL06-RS
743967;05/01/2026;segunda-feira;22:30:00;BA;116;898,8;CANDIDO SALES;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Simples;"Declive;Reta";Não;3;0;1;0;1;2;0;1;-15,425713;-41,217954;SPRF-BA;DEL08/BA;UOP03-DEL08-BA
743970;06/01/2026;terça-feira;07:35:00;PE;232;8,5;RECIFE;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Dupla;Reta;Sim;3;0;1;0;1;1;0;3;-8,077;-34,974;SPRF-PE;DEL01/PE;UOP01-DEL01-PE
743979;06/01/2026;terça-feira;08:11:00;RN;226;60,6;SENADOR ELOI DE SOUZA;Ultrapassagem Indevida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;2;0;1;0;1;1;0;2;-6,047527;-35,673733;SPRF-RN;DEL01-RN;UOP02-DEL01-RN
743981;06/01/2026;terça-feira;09:10:00;RJ;101;206,1;CASIMIRO DE ABREU;Conversão proibida;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Sim;2;0;1;0;1;1;0;2;-22,47644555;-42,19992399;SPRF-RJ;DEL08/RJ;UOP04-DEL08-RJ
743984;06/01/2026;terça-feira;08:30:00;GO;20;72,5;FORMOSA;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Reta;Não;5;0;1;0;1;4;0;2;-15,150808;-47,136577;SPRF-DF;DEL02-DF;UOP02-DEL02-DF
743990;06/01/2026;terça-feira;10:30:00;GO;20;5;FORMOSA;Reação tardia ou ineficiente do condutor;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Reta;Em Obras";Sim;9;0;2;1;3;5;0;5;-15,5536851;-47,30526119;SPRF-DF;DEL02-DF;UOP02-DEL02-DF
743995;06/01/2026;terça-feira;08:10:00;RS;285;308,6;PASSO FUNDO;Transitar na contramão;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;Reta;Não;5;0;2;0;2;2;0;3;-28,23061;-52,52004;SPRF-RS;DEL08/RS;UOP03-DEL08-RS
743998;06/01/2026;terça-feira;11:00:00;PR;116;28;CAMPINA GRANDE DO SUL;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;"Curva;Declive";Não;2;0;1;0;1;0;0;3;-25,20671273;-48,89597833;SPRF-PR;DEL01/PR;UOP02-DEL01-PR
744000;06/01/2026;terça-feira;10:53:00;PR;277;5;PARANAGUA;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Dupla;Reta;Sim;2;0;0;1;1;1;0;2;-25,55624473;-48,5638082;SPRF-PR;DEL01/PR;UOP05-DEL01-PR
744003;06/01/2026;terça-feira;10:58:00;RS;386;142,4;SARANDI;Condutor Dormindo;Colisão lateral sentido oposto;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;7;0;5;0;5;1;0;3;-28,014657;-52,886702;SPRF-RS;DEL08/RS;UOP01-DEL08-RS
744004;06/01/2026;terça-feira;10:00:00;BA;101;703,7;EUNAPOLIS;Condutor Dormindo;Colisão frontal;Com Vítimas Feridas;Pleno dia;Crescente;Sol;Simples;"Curva;Aclive";Não;2;0;0;1;1;1;0;2;-16,269877;-39,581368;SPRF-BA;DEL09/BA;UOP01-DEL09-BA
744006;06/01/2026;terça-feira;12:05:00;SC;280;123;SAO BENTO DO SUL;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Céu Claro;Simples;Reta;Não;3;0;0;0;0;2;0;4;-26,245756;-49,460342;SPRF-SC;DEL06/SC;UOP03-DEL06-SC
744017;06/01/2026;terça-feira;11:45:00;SP;116;500;CAJATI;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Céu Claro;Múltipla;Curva;Não;4;0;2;0;2;1;0;3;-24,78424096;-48,18878174;SPRF-SP;DEL05/SP;UOP02-DEL05-SP
744019;06/01/2026;terça-feira;13:00:00;ES;262;174;IBATIBA;Ultrapassagem Indevida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Dupla;"Reta;Declive";Não;3;0;1;1;2;1;0;2;-20,2712;-41,62191;SPRF-ES;DEL01-ES;UOP02-DEL01-ES
744023;06/01/2026;terça-feira;13:10:00;ES;101;424;ATILIO VIVACQUA;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Chuva;Simples;Reta;Não;3;0;3;0;3;0;0;1;-20,996634;-41,127292;SPRF-ES;DEL03-ES;UOP02-DEL03-ES
744024;06/01/2026;terça-feira;13:35:00;ES;101;390,9;RIO NOVO DO SUL;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;Curva;Não;5;0;0;1;1;3;0;3;-20,86443254;-40,88142425;SPRF-ES;DEL03-ES;UOP02-DEL03-ES
744026;06/01/2026;terça-feira;11:00:00;MT;70;183;GENERAL CARNEIRO;Objeto estático sobre o leito carroçável;Saída de leito carroçável;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Simples;Reta;Não;3;0;0;0;0;2;0;2;-15,661123;-53,58822;SPRF-MT;DEL05/MT;UOP01-DEL05-MT
744031;06/01/2026;terça-feira;14:00:00;SE;101;87,5;NOSSA SENHORA DO SOCORRO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Céu Claro;Dupla;"Reta;Em Obras;Aclive";Sim;4;0;0;0;0;4;0;3;-10,86770837;-37,13475164;SPRF-SE;DEL01-SE;UOP01-DEL01-SE
744033;06/01/2026;terça-feira;13:50:00;GO;40;69;CRISTALINA;Acostamento em desnível;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuva;Simples;"Declive;Reta";Não;2;0;2;0;2;0;0;1;-16,69565206;-47,69541532;SPRF-DF;DEL01-DF;UOP02-DEL01-DF
